bank_name,txn_id,amount,hour,day_of_week,is_weekend,device_risk_score,location_risk_score,user_behavior_score,outcome
BOB SAVINGS,TXN6996545,51962.0,11,1,0,0.08005026525298309,0.1511680939786968,0.13437242656108217,0
SBI SAVINGS,TXN8527354,68521.0,12,4,0,0.9949581202885508,0.018674793060319828,0.6960622060842876,1
ICICI CURR,TXN650114,94073.0,19,6,1,0.7068388378431615,0.9546261799155435,0.5086488616160025,0
HDFC SAVINGS,TXN2186093,22285.0,21,3,0,0.8344668050654933,0.471987585879563,0.6408788900561513,1
AXIS SAVINGS,TXN5478071,65778.0,10,4,0,0.8109724310191434,0.26206405264119204,0.9140961360952321,1
HDFC SAVINGS,ABC9900233,60695.0,5,4,0,0.03853234770226022,0.3577011923304164,0.1496423206424723,0
AXIS SAVINGS,ABC1404678,67.0,18,1,0,0.010357431370821346,0.36664008550614435,0.980257961487121,0
SBI SAVING,TXN1000273,0.0,2,1,0,0.2303142737129369,0.9905358188011633,0.2783166604117949,0
ICICI CURRENT,TXN9023817,87267.0,23,5,1,0.16449602803882024,0.2333379777272544,0.7513060364953663,1
ICICI CURRENT,TXN5561210,21419.0,14,1,0,0.5742351608939953,0.9745402522517708,0.0991502081444714,1
ICICI CURR,TXN6884428,2455.0,12,3,0,0.053847905909911065,0.2785131389244698,0.9281573024118415,0
SBI SAVINGS,TXN890275,3676.0,17,5,1,0.7553850730228081,0.5110501222789423,0.37670516964212986,1
KOTAK SAVINGS,TXN3132263,47861.0,1,3,0,0.18545715808413699,0.7655277574406779,0.893505415488818,1
SBI SAVINGS,TXN461,16484.0,19,2,0,0.6934020470667066,0.916326973510295,0.04763426344881849,0
HDFC SAVINGS,TXN9404467,92740.0,21,2,0,0.9242678604371359,0.08811901332949323,0.5799307906855448,1
HDFC SAVI,TXN5041772,16466.0,10,4,0,0.8132292361732834,0.4000528644410315,0.4306453287188552,0
SBI SAVINGS,TXN4908074,0.0,5,3,0,0.5735859979388103,0.1462344065916623,0.7556192702124205,0
HDFC SAVINGS,TXN5999014,91302.0,8,1,0,0.3862123366889145,0.7412028398422075,0.08374900624777837,1
ICICI CURRENT,6057093,52743.0,3,6,1,0.4866219069002228,0.09339399954944527,0.7856131291137866,0
AXIS SAVINGS,TXN6360413,60781.0,7,1,0,0.4364115302480649,0.3548005697628889,0.7191020069698538,1
AXIS SAVINGS,TXN9902233,84029.0,18,4,0,0.20518206254229898,0.8226371531041464,0.42117125500360864,1
SBI SAVINGS,TXN9895215,63827.0,5,0,0,0.9335556789849163,0.6706198252166966,0.18983548263780414,1
ICICI CURRENT,TXN4629717,79659.0,3,3,0,0.5072651595901213,0.30494503143136364,0.20730390440611646,1
BOB SAVINGS,4598655,56336.0,20,2,0,0.8610854815122846,0.6544352210038681,0.9534456718542331,0
ICICI CURRENT,TXN4751407,43178.0,8,2,0,0.644997644539515,0.46769445505269225,0.820012999202182,1
UNKNOWN,TXN7463258,86443.0,10,0,0,0.39253141467821473,0.2205656605586258,0.49415322359809577,0
KOTAK SAVINGS,ABC664195,10803.0,1,1,0,0.6341198218651832,0.8867226241838393,0.1658118662920911,0
HDFC SAVINGS,TXN2031671,60434.0,19,6,1,0.292599514145623,0.8910037963132256,0.007758583685436249,1
SBI SAVINGS,1122809,500000.0,17,0,0,0.015377334347015159,0.8422370815744713,0.09201736110508907,0
SBI SAVINGS,TXN3560448,16470.0,10,3,0,0.16951799339534157,0.6071194130016792,0.2522724513168335,1
ICICI CURRENT,TXN-8888795,52394.0,6,5,1,0.4929217794936137,0.10692004643476183,0.9430612119912586,0
HDFC SAVINGS,TXN5587846,66163.0,12,1,0,0.5704588493427394,0.6935227662041479,0.0018366402588184672,1
ICICI CURR,ABC9071207,87928.0,23,3,0,0.674354487407644,0.8806149636866302,0.09432447665655419,0
SBI SAVINGS,TXN7927259,150000.0,14,0,0,0.192759555350709,0.5367817086642457,0.8535793440668431,0
ICICI CURR,TXN9899836,10649.0,20,0,0,0.5489548920048772,0.2561253613026452,0.8768264339430827,0
BOB SAVINGS,TXN7166478,33314.0,7,4,0,0.22734977282978286,0.9674188675487333,0.6432383953782458,0
HDFC SAVINGS,TXN8655751,26030.0,19,6,1,0.9240089225976987,0.7918108304969869,0.1026648015382563,1
KOTAK SAVINGS,TXN-4102079,90396.0,0,5,1,0.5475592527778836,0.4791954541955694,0.9961250195648306,0
ICICI CURRENT,TXN8911172,39500.0,6,1,0,0.7227047126069578,0.2145347782266135,0.9711380452888607,1
SBI SAVINGS,TXN9935812,51462.0,5,0,0,0.07832531910243934,0.9350316576328564,0.5898583191430653,1
ICICI CURRENT,TXN1313476,54746.0,21,4,0,0.9718725349295546,0.8467296417077589,0.44485006106816427,1
KOTAK SAVINGS,TXN1349596,0.0,23,1,0,0.4804383822248436,0.26158099617094877,0.2945377797598999,0
ICICI CURRENT,TXN4630386,9107.0,22,1,0,0.9479301498343379,0.013236529382460671,0.9846163611621999,1
HDFC SAVI,TXN8748996,1952.0,2,1,0,0.358104459223867,0.9565788098947423,0.994992625304738,0
SBI SAVINGS,TXN332345,10503.0,10,5,1,0.6956776757133046,0.9496011443909158,0.2793521277702692,1
HDFC SAVINGS,TXN462635,64841.0,17,4,0,0.5913952441985306,0.04147728694996011,0.4604778344369488,1
AXIS SAVINGS,ABC3097772,65345.0,7,5,1,0.044364242553260214,0.2786587127412299,0.17945136996246636,0
ICICI CURRENT,TXN6808615,1534.0,11,5,1,0.8994790625592155,0.08647860435607102,0.2602660514264602,1
AXIS SAVINGS,TXN8700840,2005.0,0,2,0,0.7071619362811307,0.8354738685772971,0.03949936920534802,1
AXIS SAVINGS,TXN2328276,63839.0,6,2,0,0.5122714861350365,0.7932744203037838,0.6399613134974993,1
KOTAK SAVINGS,TXN-5473668,37574.0,13,2,0,0.23968268141503568,0.8004641212138911,0.06610309637495904,0
SBI SAVINGS,TXN1707602,16486.0,19,4,0,0.06835049978353547,0.7339732691696568,0.09911740346041154,1
SBI SAVINGS,TXN4366708,93349.0,16,1,0,0.13055132864546015,0.3908229715323095,0.5893292530566302,1
KOTAK SAVINGS,TXN289694,41726.0,21,1,0,0.8783339279746922,0.3053396054787265,0.25833761849449277,1
HDFC SAVI,TXN8327005,59604.0,1,0,0,0.43141739931961864,0.2773323899120529,0.16644676409992143,0
AXIS SAVINGS,TXN3376775,21675.0,5,0,0,0.557168526535654,0.7424164946267903,0.001365364838952443,1
AXIS SAVINGS,TXN7599771,500000.0,21,2,0,0.7741721452899953,0.25310152442610745,0.7036670568829199,0
KOTAK SAVINGS,TXN4476728,91579.0,15,1,0,0.45364194957926207,0.12209762290148962,0.6657850469450207,1
ICICI CURRENT,TXN2297617,4044.0,22,0,0,0.6422837302255665,0.20559666499688123,0.9846110797465621,1
ICICI CURR,TXN5652465,82735.0,19,6,1,0.11857224130513189,0.8654929660622833,0.6299022410336987,0
ICICI CURRENT,TXN4773899,2553.0,16,2,0,0.4592584620757756,0.7607161490190723,0.20638246462164211,1
HDFC SAVINGS,TXN4447813,-100.0,4,1,0,0.6459076425940251,0.15631233319089832,0.8879909846749084,0
KOTAK SAVINGS,TXN5407691,49117.0,18,1,0,0.8431559020595341,0.8212803871227904,0.8362468629999801,1
HDFC SAVINGS,TXN3522373,44933.0,8,4,0,0.3437072171051635,0.5512833960293684,0.052443874813944524,1
HDFC SAVINGS,TXN4431586,99387.0,14,3,0,0.5890571502453857,0.6553475926194273,0.9687041926920575,1
HDFC SAVINGS,TXN5348793,29352.0,1,4,0,0.9759353468498946,0.7278682932672285,0.6772581743159332,1
BOB SAVINGS,TXN6096940,19389.0,20,1,0,0.8852101934711659,0.7859341100725775,0.6842709184613477,0
HDFC SAVINGS,TXN5385348,0.0,12,1,0,0.1614962938156973,0.849533239328382,0.4596241036890242,0
HDFC SAVINGS,TXN168,33591.0,8,3,0,0.6599300540729055,0.3740605749191742,0.7633639773289056,0
HDFC SAVINGS,ABC4752629,71746.0,15,0,0,0.04822926699490615,0.4663153671950939,0.9227702583368131,0
HDFC SAVI,TXN441,34509.0,20,3,0,0.36971738856875147,0.12871120687530901,0.9334822582810486,0
SBI SAVINGS,ABC3700582,0.0,19,6,1,0.6585146520583698,0.1092210883875312,0.9535598817329719,0
ICICI CURRENT,TXN-4212816,88232.0,6,0,0,0.77833093826312,0.43879228530947123,0.2907753475987136,0
HDFC SAVINGS,TXN8222087,35160.0,3,5,1,0.9797918884389664,0.7963499162127846,0.3290727216111027,1
KOTAK SAVINGS,TXN408,46034.0,9,1,0,0.8017704911697158,0.06685275356609877,0.5243542594203608,0
ICICI CURRENT,TXN2022653,36314.0,2,2,0,0.7086181702086868,0.9977250981059604,0.39155602352591246,1
HDFC SAVI,ABC7114905,59567.0,15,4,0,0.334093454351274,0.20676667250929281,0.18250101824182363,0
ICICI CURRENT,TXN3238987,10497.0,21,6,1,0.8941601828226586,0.16382966723844972,0.21472968222871514,1
SBI SAVINGS,TXN3038475,54411.0,23,6,1,0.7608400536602561,0.8948704979515903,0.6549395281495658,1
KOTAK SAVINGS,TXN9403312,63815.0,17,3,0,0.7869470282174255,0.835894997779968,0.5838962048063182,1
SBI SAVINGS,TXN1619959,-100.0,14,3,0,0.16649378359384182,0.981762069225106,0.924203253184804,0
UNKNOWN,TXN9837820,68831.0,22,4,0,0.4468655742385731,0.8654221241080758,0.39420976378211403,0
AXIS SAVINGS,TXN907,55999.0,20,0,0,0.3111239747918165,0.8840765310045404,0.4034619699068904,0
KOTAK SAVINGS,TXN7285228,93966.0,7,2,0,0.9013039862451232,0.5159450282262857,0.5645753668971301,1
KOTAK SAVINGS,TXN2372454,54854.0,8,2,0,0.3335716614416495,0.8470898129389373,0.14586348507876146,1
KOTAK SAVINGS,TXN6820533,79393.0,12,1,0,0.660562050459606,0.23458602441856746,0.2808049403265024,1
ICICI CURRENT,TXN2672174,23066.0,8,3,0,0.958796640839573,0.23326488973275905,0.6053611129876023,1
AXIS SAVINGS,TXN9334110,79629.0,19,0,0,0.5083636332540517,0.720470643386749,0.8008555037923902,1
BOB SAVINGS,TXN5951921,51240.0,6,4,0,0.8088595235377278,0.9733474687073671,0.8698539473015349,0
HDFC SAVINGS,8111940,96521.0,14,2,0,0.26608776335426676,0.883483938059453,0.38874248675261425,0
ICICI CURRENT,TXN5059390,27424.0,1,1,0,0.5522697633696724,0.6251791646752402,0.8602223650589736,1
SBI SAVINGS,TXN4601299,81476.0,12,0,0,0.810525784364687,0.6377038574778656,0.7036078280700853,1
BOB SAVINGS,TXN6995212,90684.0,1,5,1,0.7578414626493875,0.40544618242957164,0.12529719369297376,0
HDFC SAVINGS,TXN8139370,47542.0,7,1,0,0.5699783588011471,0.7403633980399282,0.19912617369352492,1
KOTAK SAVINGS,TXN5303410,51534.0,15,6,1,0.787934286442492,0.8537538288451721,0.41293455966696424,1
HDFC SAVINGS,TXN8846827,40194.0,0,1,0,0.9869772716756992,0.49046807767102385,0.7856775931623269,1
HDFC SAVI,TXN588176,5024.0,4,5,1,0.43163427370468,0.7731223562370481,0.9425918858206922,0
SBI SAVINGS,TXN4030344,53761.0,21,6,1,0.9966426408213109,0.021209135246539224,0.3043410842039227,1
KOTAK SAVINGS,TXN3149213,13012.0,23,4,0,0.5144011598676854,0.18342185236973052,0.8100449789345078,1
ICICI CURRENT,TXN501202,39165.0,6,6,1,0.46052203679707604,0.6364835371380434,0.8792823174295145,1
HDFC SAVINGS,TXN7573765,12431.0,5,0,0,0.30822490140311076,0.6691058898072861,0.5810720616478187,1
KOTAK SAVINGS,TXN5726196,18386.0,3,3,0,0.21762275540593234,0.14453619451042987,0.791768814469655,1
SBI SAVINGS,TXN8663116,47618.0,15,0,0,0.2074841521610611,0.789148654932726,0.8497591744214754,1
AXIS SAVINGS,TXN130825,84100.0,0,0,0,0.1644965329173187,0.3094770669195325,0.28234238193173233,1
SBI SAVING,ABC5688141,67831.0,11,0,0,0.8862313783824761,0.870841276333676,0.9759101602592737,0
AXIS SAVINGS,TXN246,87158.0,12,1,0,0.007835173112860194,0.30580788919959867,0.815955682417861,0
KOTAK SAVINGS,TXN5096980,41918.0,3,0,0,0.5154468071461137,0.157751638878312,0.44384934057415226,1
SBI SAVINGS,TXN7870489,50585.0,14,1,0,0.3119712677433898,0.0005241040704807576,0.3240935434929092,1
HDFC SAVINGS,TXN9320093,0.0,0,4,0,0.7881257386811263,0.6953797125684523,0.23706112288919579,0
ICICI CURRENT,TXN3162211,21535.0,4,3,0,0.943865673086063,0.6185636224370442,0.8065363885704051,1
AXIS SAVINGS,TXN9793170,78807.0,16,0,0,0.00775060086557644,0.23780574047244585,0.4547000671411774,1
KOTAK SAVINGS,TXN1111987,34344.0,12,0,0,0.07862313213447392,0.204179891363218,0.4390902134735414,1
AXIS SAVINGS,TXN9845714,47699.0,19,1,0,0.6541322917798059,0.9089325566760174,0.2876963341451504,1
KOTAK SAVINGS,TXN9592098,48630.0,3,6,1,0.30721209049413256,0.5448119202902253,0.190852471294084,1
AXIS SAVINGS,TXN1214747,43085.0,10,5,1,0.4643090168079942,0.6246595938799103,0.8692698288699947,1
KOTAK SAVINGS,TXN-528621,27267.0,2,0,0,0.08427222693333303,0.8070229178088347,0.9777838401762751,0
KOTAK SAVINGS,TXN4924961,90371.0,2,4,0,0.33194896411182206,0.7927191118343301,0.4749597369923172,1
KOTAK SAVINGS,TXN601,59551.0,7,0,0,0.37329065987691334,0.6243490281584347,0.19914580799419024,0
KOTAK SAVINGS,TXN9449476,37661.0,8,6,1,0.11296246779108021,0.9315762948059139,0.6895480055380526,1
KOTAK SAVINGS,TXN8870337,500000.0,13,2,0,0.07050439553695387,0.31375378574224333,0.3097402300134321,0
AXIS SAVINGS,TXN9791907,23183.0,16,2,0,0.05269082555354654,0.12290760801279543,0.8260608781872083,1
BOB SAVINGS,TXN4216866,70956.0,4,2,0,0.7095504493463056,0.3697404704538627,0.5424166929335922,0
KOTAK SAVINGS,TXN6120234,30618.0,17,3,0,0.7506733465584017,0.08502157629926921,0.6309780557045451,1
ICICI CURRENT,TXN5524485,25092.0,9,1,0,0.5081687600184123,0.2671025994090208,0.10264132826727901,1
HDFC SAVINGS,TXN7176899,0.0,9,1,0,0.6366139797156086,0.8789521230821122,0.29591120665061976,0
HDFC SAVINGS,TXN8750395,86655.0,0,4,0,0.2042655042113204,0.6524609638269185,0.9798840619967645,1
AXIS SAVINGS,TXN3540434,17001.0,12,6,1,0.9091500212508559,0.6417516821859721,0.36051972085426454,1
SBI SAVINGS,TXN6801817,29453.0,16,0,0,0.0018443169182416064,0.8741191420980978,0.07881229970197767,1
KOTAK SAVINGS,TXN8497601,10550.0,3,5,1,0.7396181662869746,0.8203511211688266,0.041420543088700246,1
AXIS SAVINGS,TXN220004,50451.0,3,0,0,0.39058652112871106,0.5566235669555893,0.699078629463999,1
KOTAK SAVINGS,TXN8628327,79153.0,7,4,0,0.7507879249960111,0.697195514437225,0.15327913776045088,1
AXIS SAVINGS,TXN8607071,500000.0,14,3,0,0.8924960974115408,0.7538300784877634,0.5647290005073813,0
ICICI CURRENT,TXN2340546,96410.0,17,6,1,0.7237374449285499,0.18462854331472467,0.9752897702157737,1
KOTAK SAVINGS,TXN327342,12628.0,10,3,0,0.6570588544420811,0.22028016779692494,0.06540754584091069,1
SBI SAVINGS,TXN3875407,46158.0,22,6,1,0.8755235232204682,0.7698053167487472,0.5102063416212808,1
SBI SAVINGS,TXN8183041,500000.0,21,5,1,0.9814380721324324,0.2365607019528687,0.9534793244825952,0
HDFC SAVINGS,TXN8414716,26607.0,4,1,0,0.41943148464160596,0.7887027791070517,0.273712758358726,1
SBI SAVINGS,TXN7924238,34665.0,22,4,0,0.47807190444785586,0.6088888854071793,0.6913966845029768,1
AXIS SAVINGS,TXN2218660,79876.0,19,2,0,0.3741504937604112,0.6993912340204732,0.5576883310996655,1
AXIS SAVINGS,TXN528842,56558.0,16,2,0,0.5484690523835062,0.8987790552502336,0.6882268329725428,1
ICICI CURRENT,TXN789918,150000.0,0,2,0,0.8712277426609734,0.41421219226180517,0.7582278275515905,0
KOTAK SAVINGS,TXN8625653,71747.0,13,5,1,0.5776863420172251,0.40849674918802237,0.24270031986930174,1
AXIS SAVINGS,TXN6112573,30072.0,8,5,1,0.468792771769709,0.8653047284828054,0.2849884186189452,1
HDFC SAVINGS,TXN8195115,66952.0,23,1,0,0.19034702929344505,0.28131298005055816,0.9252898348100883,1
ICICI CURRENT,TXN9761942,37215.0,5,1,0,0.8512386292158692,0.9740969687447887,0.8664971086451655,1
SBI SAVINGS,TXN9048267,9039.0,14,4,0,0.7853532830523928,0.7165244098835898,0.8498130653571617,1
AXIS SAVINGS,TXN8775876,36698.0,11,1,0,0.7164147129435092,0.609716602663301,0.0695712641752898,1
AXIS SAVINGS,TXN2577972,24491.0,10,3,0,0.7417340284009951,0.5413303592530954,0.0859391912841383,1
AXIS SAVINGS,TXN5362836,96410.0,8,0,0,0.785286450874341,0.674839191716105,0.9744317972311523,1
SBI SAVING,TXN7957980,97984.0,23,5,1,0.05040554423603305,0.9929839489081049,0.4476211267754924,0
SBI SAVING,TXN2289676,-100.0,2,4,0,0.07811043671415752,0.9554623880354757,0.0851512408509022,0
HDFC SAVINGS,TXN7417872,0.0,9,2,0,0.43855653059922195,0.23861378671097744,0.679863074730574,0
HDFC SAVINGS,TXN6742272,86847.0,5,6,1,0.6477064349190436,0.3263340681821044,0.7619527577006262,1
AXIS SAVINGS,TXN-6218700,21619.0,19,4,0,0.8313281279796214,0.050206119514973224,0.607769881837106,0
HDFC SAVI,TXN6089024,25336.0,0,5,1,0.43711102023782156,0.21825125547425528,0.2828739892906347,0
HDFC SAVINGS,ABC7978667,66721.0,7,5,1,0.028644647969655934,0.9487576675528424,0.8609195781966871,0
UNKNOWN,TXN2762851,80694.0,1,3,0,0.5506360133473953,0.683745063287841,0.3140565610162682,0
HDFC SAVINGS,TXN2466735,500000.0,4,6,1,0.9056792592796307,0.7626538483082316,0.9410234655606866,0
HDFC SAVINGS,TXN9089562,85135.0,22,0,0,0.5940717916067257,0.7297522521435712,0.9538982922036895,1
BOB SAVINGS,TXN6940261,99438.0,10,5,1,0.7711526894144021,0.6757074981966193,0.5915768207697575,0
SBI SAVINGS,TXN1738316,13264.0,18,3,0,0.8506970513256161,0.12895817740255744,0.7567795900244569,1
ICICI CURRENT,TXN1851771,6156.0,22,3,0,0.6193873559693015,0.27378326138190656,0.7586058512780028,1
AXIS SAVINGS,TXN2868586,14943.0,8,5,1,0.4183708382190181,0.679170079263289,0.9799721792479663,1
ICICI CURR,TXN135,42473.0,0,3,0,0.9131716214131386,0.6660413524819403,0.13303082385298592,0
SBI SAVINGS,TXN-7007074,84426.0,6,6,1,0.8133474851998753,0.6223031404675141,0.6532923616723003,0
SBI SAVINGS,TXN4929852,30130.0,11,3,0,0.6143658398450775,0.10499131885394941,0.6679086042509301,1
AXIS SAVINGS,TXN5603987,69591.0,5,6,1,0.7322006580416567,0.330878633492534,0.6105266599139181,1
SBI SAVINGS,TXN7613443,72797.0,0,6,1,0.0863821593871329,0.9935799119466721,0.6326731082933291,1
AXIS SAVINGS,TXN5139273,84488.0,13,3,0,0.12372737484735241,0.4266545195331637,0.38722268641526436,1
AXIS SAVINGS,TXN7137759,74131.0,10,3,0,0.7109855591065113,0.6050834599891464,0.04689336668762567,1
SBI SAVING,TXN832,150000.0,10,3,0,0.46046119689227805,0.3550543791690458,0.8158868140572012,0
KOTAK SAVINGS,TXN8357101,10854.0,4,6,1,0.42058427179077695,0.5158118555915495,0.41822508960164373,1
BOB SAVINGS,TXN9927576,40947.0,12,4,0,0.8233153088514998,0.9300399939279387,0.0056172489954411375,0
SBI SAVINGS,TXN6751825,22008.0,21,6,1,0.5794360167598911,0.16914109990719028,0.5808185777322342,1
ICICI CURRENT,ABC7180711,27962.0,21,3,0,0.2995462007689744,0.5887502394957582,0.2598893477412433,0
ICICI CURRENT,TXN3541021,58029.0,12,2,0,0.6881852955024211,0.9223344868268032,0.8552357567109635,1
HDFC SAVINGS,TXN3454928,-100.0,3,1,0,0.47245192036653294,0.9969618462112396,0.28227178596274816,0
AXIS SAVINGS,TXN8780509,80554.0,12,3,0,0.42292461342686904,0.28672692293351754,0.6777371467749372,1
SBI SAVINGS,TXN8249300,28166.0,6,2,0,0.5979404645209399,0.31559907258672737,0.8962692518557557,1
ICICI CURR,TXN3304657,0.0,4,4,0,0.30054351230978404,0.1842903566700106,0.31201650305048023,0
AXIS SAVINGS,TXN5843565,91013.0,19,5,1,0.4300081129032911,0.8274784840849081,0.5950535381289969,1
SBI SAVING,TXN7129090,62054.0,2,2,0,0.9525081557696253,0.04725720033290015,0.24111326830133384,0
SBI SAVINGS,TXN4590356,70411.0,4,3,0,0.9443162424204415,0.43021537878304106,0.047883920655151235,1
KOTAK SAVINGS,TXN757,24422.0,20,2,0,0.02959727321213035,0.9828007268630552,0.23613813941676198,0
KOTAK SAVINGS,TXN2416769,5197.0,13,1,0,0.6982623720638178,0.7069007898078813,0.4531759332912553,1
ICICI CURR,ABC1303063,90540.0,16,1,0,0.7828226295145166,0.43964540180149614,0.0022218433296467,0
KOTAK SAVINGS,TXN6047106,3218.0,22,2,0,0.3792432972173432,0.5437404086999197,0.47053519356738727,1
ICICI CURRENT,TXN6981527,0.0,1,0,0,0.01524631578035518,0.7294469784440278,0.27294881017653627,0
HDFC SAVI,TXN2695983,48810.0,0,4,0,0.9811744233604845,0.8888528886701745,0.19186897211497478,0
HDFC SAVINGS,TXN4222496,0.0,15,3,0,0.7479469395906544,0.20381122746022495,0.9346663373311574,0
HDFC SAVINGS,TXN461002,93402.0,8,1,0,0.8820499804079548,0.771892124382132,0.6426580200973039,1
KOTAK SAVINGS,TXN-4657659,81198.0,15,0,0,0.5763644350708403,0.45261524962862254,0.004992117897975157,0
AXIS SAVINGS,TXN4470965,39933.0,14,3,0,0.9047937838092042,0.49889728658192467,0.38292302145400703,1
ICICI CURRENT,TXN2892685,27982.0,0,2,0,0.9975322839487789,0.9119477806724755,0.6846602316842915,1
SBI SAVINGS,TXN7695841,24068.0,22,2,0,0.2531956784557905,0.5637842960192129,0.4053724704378353,1
ICICI CURRENT,TXN5022143,48333.0,21,0,0,0.984527950344009,0.3975351357779431,0.551100606009575,1
ICICI CURRENT,TXN2292408,500000.0,1,5,1,0.19137354524205608,0.4262213418642181,0.6497559498332474,0
HDFC SAVINGS,TXN7742705,67699.0,2,6,1,0.007657637654089,0.29092963281215767,0.3282227044901007,1
KOTAK SAVINGS,TXN7419639,38915.0,5,6,1,0.9875115406311474,0.03130281936030799,0.4638773167703196,1
SBI SAVING,TXN171872,87400.0,11,0,0,0.332702437111263,0.6102013199725691,0.722046073181635,0
AXIS SAVINGS,TXN8442532,41487.0,0,4,0,0.13739350108707515,0.35883123379825344,0.1287399649768376,1
AXIS SAVINGS,TXN5396516,84768.0,1,1,0,0.5481682614645431,0.34762318587393404,0.8720039132290406,1
ICICI CURRENT,TXN-2112125,80918.0,1,2,0,0.2456691507759704,0.5376474614375327,0.045062433310293915,0
ICICI CURRENT,TXN4905662,52652.0,8,6,1,0.4485809721828008,0.5122457802842255,0.41278456331432434,1
HDFC SAVINGS,TXN365895,29154.0,11,0,0,0.7020283943327061,0.15985817563272653,0.9504685495099645,1
BOB SAVINGS,TXN1394832,54207.0,9,6,1,0.27783498381829497,0.6884118272820565,0.2364009998254578,0
ICICI CURRENT,ABC1916306,24467.0,5,1,0,0.4226900403678088,0.3248351369597583,0.866319592006087,0
AXIS SAVINGS,TXN-8110470,37715.0,4,5,1,0.297065247662215,0.8618319712824487,0.8308204848763497,0
ICICI CURRENT,TXN8025162,34398.0,20,0,0,0.11258482846627937,0.02067294640375028,0.9128818267776012,1
KOTAK SAVINGS,TXN273292,65107.0,16,2,0,0.352955933726107,0.3902759073685339,0.8276223067664464,1
KOTAK SAVINGS,TXN8540305,61840.0,15,6,1,0.3291100012186364,0.2385708256109662,0.07845900054087318,1
AXIS SAVINGS,TXN7317128,0.0,13,0,0,0.010168591066567978,0.29703842084573606,0.9229597142736241,0
AXIS SAVINGS,TXN157379,0.0,4,1,0,0.6401349235418353,0.18245454772580882,0.704912368434663,0
ICICI CURRENT,TXN5955877,89976.0,0,6,1,0.6412700519917134,0.6756223153293064,0.8585825860356288,1
AXIS SAVINGS,TXN8797430,12426.0,7,4,0,0.21498677490568519,0.5635693395003558,0.1514698030529925,1
SBI SAVINGS,TXN4360952,16734.0,3,4,0,0.7542934051393639,0.9220941447377982,0.6592358275814932,1
AXIS SAVINGS,TXN9353932,46274.0,5,6,1,0.4313493778663323,0.03609001892673869,0.45315820803366946,1
SBI SAVINGS,TXN282,19053.0,13,4,0,0.4118087392748041,0.9066165100099577,0.615300520940443,0
HDFC SAVINGS,ABC1689329,22831.0,13,6,1,0.576931587807052,0.41548857000628936,0.6462703111127189,0
HDFC SAVINGS,TXN1283318,21029.0,7,5,1,0.5105503032280172,0.059176905859468776,0.9186125518406599,1
KOTAK SAVINGS,TXN4037544,85555.0,7,3,0,0.28075040172979915,0.19571594274888482,0.2733195473040786,1
AXIS SAVINGS,TXN1145614,60966.0,19,5,1,0.3003961095936887,0.5132006045467552,0.31751846263004946,1
HDFC SAVINGS,TXN989863,94614.0,5,3,0,0.2090977296359089,0.15224656459035724,0.06985170748658809,1
UNKNOWN,TXN7853773,500000.0,0,1,0,0.455406920476522,0.9193054565263097,0.7589211613300642,0
AXIS SAVINGS,TXN5722922,99969.0,21,1,0,0.06991019350583105,0.030959681204975942,0.8375204006260843,1
HDFC SAVINGS,TXN3745077,31631.0,21,2,0,0.455504413336259,0.011073542465420805,0.6687336494609888,1
HDFC SAVINGS,TXN7829063,22756.0,20,0,0,0.10601435592246822,0.13944449734213238,0.527003969554197,1
SBI SAVINGS,TXN6009118,63042.0,5,4,0,0.15905092860294112,0.6142118545413237,0.6794511172164065,1
ICICI CURRENT,TXN7076335,88651.0,23,0,0,0.7681795658923013,0.8718824931653926,0.9638081403495337,1
SBI SAVINGS,TXN7782953,85371.0,3,3,0,0.16192028066439446,0.6949256249358007,0.7307705285394896,1
HDFC SAVI,TXN5138114,70878.0,13,4,0,0.58576095823464,0.5594827592361026,0.45733419026725386,0
AXIS SAVINGS,TXN5881597,150000.0,6,3,0,0.2894206597441855,0.95879509522166,0.20988544175583812,0
KOTAK SAVINGS,ABC8016849,95130.0,1,4,0,0.08261743080131867,0.3839686179563915,0.3308111148822148,0
SBI SAVINGS,TXN4531786,63936.0,8,4,0,0.14325569008953953,0.42718342709730495,0.7447866755185273,1
SBI SAVINGS,TXN5448214,90592.0,6,5,1,0.8425980236416369,0.5923725919173376,0.09602058871412522,1
SBI SAVING,TXN3062316,79446.0,20,4,0,0.35763219341428454,0.4106747942108353,0.3149765440094303,0
HDFC SAVINGS,TXN7968286,51894.0,6,2,0,0.8557626779351148,0.8977910459171087,0.12135002553279117,1
HDFC SAVI,TXN5877974,150000.0,15,6,1,0.668082027315009,0.9573142486820682,0.9479630180564331,0
AXIS SAVINGS,TXN8791423,31179.0,16,6,1,0.8052067239051655,0.531122212297574,0.12563388191293345,1
KOTAK SAVINGS,TXN9062430,42250.0,4,4,0,0.8191331983650975,0.30949948389720494,0.21848544723972718,1
UNKNOWN,TXN9365460,19322.0,11,1,0,0.6343483113336315,0.8190301217052526,0.6616174497288811,0
ICICI CURRENT,TXN2518837,30624.0,11,6,1,0.5650628207470954,0.5584105922757114,0.0161941759969616,1
SBI SAVINGS,TXN2561669,24032.0,21,4,0,0.09661506853966184,0.768393493225718,0.028737301668104398,1
HDFC SAVINGS,TXN6466470,75413.0,21,0,0,0.8834113609073051,0.02381553145514903,0.3821001520443691,1
